month,town,flat_type,addresses,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,searchval,X,Y,lat,long,distanceWithMrt,distanceWithRaffles,distanceWithGdPri
2020-08,KALLANG/WHAMPOA,4 ROOM,19 JLN TENTERAM,10 TO 12,85,Model A,2004,83 years,488000,19 JALAN TENTERAM SINGAPORE 321019,30953.84303,34425.57404,1.327607041,103.8598605,940.1987515,4950.752547,1183.208343
2020-08,KALLANG/WHAMPOA,4 ROOM,51 KENT RD,10 TO 12,91,New Generation,1982,60 years 10 months,510000,KENT VILLE,29979.51809,33225.83141,1.316757072,103.8511056,601.1349446,3654.146299,613.9995479
2020-08,KALLANG/WHAMPOA,4 ROOM,109 MCNAIR RD,04 TO 06,104,Model A,1987,66 years 01 month,505000,MCNAIR SPRING,30869.255,33741.48371,1.321420379,103.8591003,359.6767083,4258.726619,1550.896974
2020-08,KALLANG/WHAMPOA,4 ROOM,111 MCNAIR RD,07 TO 09,104,Model A,1987,65 years 08 months,535000,MCNAIR SPRING,30777.14956,33728.61292,1.321303988,103.8582727,427.3456785,4228.557288,1458.726296
2020-08,KALLANG/WHAMPOA,4 ROOM,1 ST GEORGE'S RD,04 TO 06,82,Improved,1976,54 years 09 months,390000,HDB-KALLANG/WHAMPOA,31150.86717,33960.67473,1.323402637,103.8616308,452.7797513,4537.088298,1690.888189
2020-08,KALLANG/WHAMPOA,4 ROOM,3B UPP BOON KENG RD,19 TO 21,90,Model A,2006,85 years,750000,KALLANG HEIGHTS,32397.04595,32954.02864,1.314298734,103.8728282,351.5391024,4132.786158,1748.099858
2020-08,KALLANG/WHAMPOA,4 ROOM,2D UPP BOON KENG RD,07 TO 09,90,Model A,2006,85 years,695000,KALLANG HEIGHTS,32347.1825,32819.18656,1.313079277,103.8723802,208.7407866,3993.244033,1775.165976
2020-08,KALLANG/WHAMPOA,4 ROOM,95 WHAMPOA DR,04 TO 06,91,Improved,1974,52 years 05 months,335000,WHAMPOA VIEW,30546.31078,33826.82217,1.322192178,103.8561985,677.0543476,4291.446525,1273.856003
2020-08,KALLANG/WHAMPOA,4 ROOM,113 WHAMPOA RD,01 TO 03,106,Model A,1994,73 years 04 months,450000,WHAMPOA GARDENS,30655.45925,34229.4402,1.325833304,103.8571793,872.863564,4707.475618,1289.287416
2020-08,KALLANG/WHAMPOA,4 ROOM,110 WHAMPOA RD,10 TO 12,103,Model A,1997,76 years 03 months,515000,WHAMPOA GARDENS,30512.04951,34338.67823,1.326821226,103.8558907,1045.837823,4799.628383,1166.18445
2020-08,KALLANG/WHAMPOA,5 ROOM,9 BOON KENG RD,04 TO 06,109,DBSS,2011,89 years 06 months,830000,CITY VIEW @ BOON KENG,31105.01342,33147.78793,1.316051181,103.8612187,329.2891937,3736.565048,1740.138761
2020-08,KALLANG/WHAMPOA,5 ROOM,9 BOON KENG RD,31 TO 33,109,DBSS,2011,89 years 06 months,955000,CITY VIEW @ BOON KENG,31105.01342,33147.78793,1.316051181,103.8612187,329.2891937,3736.565048,1740.138761
2020-08,KALLANG/WHAMPOA,5 ROOM,8 BOON KENG RD,28 TO 30,109,DBSS,2011,89 years 05 months,935000,CITY VIEW @ BOON KENG,31136.50141,33189.11175,1.316424896,103.8615016,324.1183213,3785.563089,1767.617579
2020-08,KALLANG/WHAMPOA,5 ROOM,9 BOON KENG RD,22 TO 24,107,DBSS,2011,89 years 05 months,930000,CITY VIEW @ BOON KENG,31105.01342,33147.78793,1.316051181,103.8612187,329.2891937,3736.565048,1740.138761
2020-08,KALLANG/WHAMPOA,5 ROOM,57 GEYLANG BAHRU,04 TO 06,150,Adjoined flat,1974,53 years,680000,GEYLANG BAHRU VILLE,31987.42905,33975.63193,1.323537807,103.8691478,371.2838328,4828.123076,2158.505152
2020-08,KALLANG/WHAMPOA,5 ROOM,53 GEYLANG BAHRU,07 TO 09,114,Standard,1974,52 years 11 months,530000,GEYLANG BAHRU RIVERPOINT,31877.452,34062.3771,1.324322313,103.8681596,511.5090478,4864.938736,2019.102227
2020-08,KALLANG/WHAMPOA,5 ROOM,55 GEYLANG BAHRU,25 TO 27,120,Standard,1974,52 years 11 months,590000,GEYLANG BAHRU RIVERPOINT,31925.41646,34036.09719,1.324084641,103.8685905,458.1283425,4859.108595,2071.608247
2020-08,KALLANG/WHAMPOA,5 ROOM,58 GEYLANG BAHRU,07 TO 09,120,Improved,2000,78 years 09 months,718000,HDB-KALLANG/WHAMPOA,31854.93734,33937.7655,1.323195373,103.8679572,459.2015462,4740.4738,2095.608881
2020-08,KALLANG/WHAMPOA,5 ROOM,112 MCNAIR RD,10 TO 12,128,Improved,1987,65 years 08 months,680000,MCNAIR SPRING,30856.12902,33696.4925,1.321013495,103.8589824,343.1909581,4211.726763,1526.691935
2020-08,KALLANG/WHAMPOA,5 ROOM,22 ST GEORGE'S RD,10 TO 12,118,Improved,1984,63 years 02 months,615000,22A SAINT GEORGE'S ROAD SINGAPORE 323022,31242.02702,34205.7654,1.32561914,103.8624499,706.2973557,4798.840838,1513.404536
2020-08,KALLANG/WHAMPOA,5 ROOM,22 ST GEORGE'S RD,01 TO 03,118,Improved,1984,63 years 02 months,546888,22A SAINT GEORGE'S ROAD SINGAPORE 323022,31242.02702,34205.7654,1.32561914,103.8624499,706.2973557,4798.840838,1513.404536
2020-08,KALLANG/WHAMPOA,5 ROOM,3B UPP BOON KENG RD,01 TO 03,110,Improved,2006,85 years,750000,KALLANG HEIGHTS,32397.04595,32954.02864,1.314298734,103.8728282,351.5391024,4132.786158,1748.099858
2020-08,KALLANG/WHAMPOA,5 ROOM,115 WHAMPOA RD,04 TO 06,132,Model A,1994,72 years 05 months,628000,WHAMPOA GARDENS,30673.48719,34276.92186,1.326262709,103.8573413,903.3456768,4757.288377,1244.910348
2020-08,KALLANG/WHAMPOA,EXECUTIVE,48 BENDEMEER RD,07 TO 09,146,Apartment,1994,73 years 04 months,850000,48 BENDEMEER ROAD SINGAPORE 330048,31681.54759,33951.84296,1.323322706,103.8663992,623.351982,4689.316724,1973.723381
2020-08,KALLANG/WHAMPOA,EXECUTIVE,108 JLN RAJAH,04 TO 06,150,Maisonette,1984,63 years 04 months,730000,RAJAH COURT,30496.4849,34512.07404,1.328389357,103.8557509,1032.222382,4971.784336,991.1771571
2020-08,MARINE PARADE,3 ROOM,32 MARINE CRES,10 TO 12,65,Improved,1975,53 years 10 months,370000,MARINE CRESCENT VILLE,36735.00925,31724.48705,1.303178277,103.9118066,1992.203336,7049.139117,175.116536
2020-08,MARINE PARADE,3 ROOM,47 MARINE CRES,01 TO 03,65,Improved,1975,53 years 11 months,3.00E+05,MARINE CRESCENT GARDENS,36815.55968,32005.93251,1.305723545,103.9125305,1705.444999,7216.175282,191.2188261
2020-08,MARINE PARADE,3 ROOM,31 MARINE CRES,10 TO 12,76,Improved,1975,53 years 09 months,488000,MARINE CRESCENT VILLE,36694.73621,31782.79079,1.303705566,103.9114448,1936.69054,7028.947496,106.4988309
2020-08,MARINE PARADE,3 ROOM,31 MARINE CRES,01 TO 03,76,Improved,1975,53 years 10 months,385000,MARINE CRESCENT VILLE,36694.73621,31782.79079,1.303705566,103.9114448,1936.69054,7028.947496,106.4988309
2020-08,MARINE PARADE,3 ROOM,67 MARINE DR,04 TO 06,65,Improved,1976,54 years 07 months,380000,MARINE DRIVE GARDENS,36489.75095,31865.92253,1.304457437,103.9096029,1847.822263,6861.982387,179.2603535
2020-08,MARINE PARADE,3 ROOM,7 MARINE TER,07 TO 09,59,Improved,1975,53 years 06 months,321000,MARINE TERRACE WALK,37343.63042,31826.19865,1.304097943,103.9172754,1946.301206,7660.590837,678.2736288
2020-08,MARINE PARADE,3 ROOM,7 MARINE TER,10 TO 12,59,Improved,1975,53 years 05 months,330000,MARINE TERRACE WALK,37343.63042,31826.19865,1.304097943,103.9172754,1946.301206,7660.590837,678.2736288
2020-08,MARINE PARADE,4 ROOM,61 MARINE DR,04 TO 06,87,Improved,1976,54 years 05 months,485000,MARINE DRIVE GARDENS,36395.05106,31714.44623,1.303087565,103.908752,1957.700462,6722.853379,322.5192147
2020-08,MARINE PARADE,4 ROOM,76 MARINE DR,04 TO 06,82,Improved,1976,54 years 10 months,450000,MARINE DRIVE VIEW,36282.06646,31697.73231,1.302936441,103.9077367,1941.440565,6610.387711,429.5642286
2020-08,MARINE PARADE,5 ROOM,3 MARINE TER,22 TO 24,120,Standard,1975,53 years 05 months,868000,MARINE TERRACE WALK,37394.59695,31827.09867,1.304106067,103.9177334,1958.666002,7709.602636,728.9894586
2020-08,PASIR RIS,2 ROOM,527C PASIR RIS ST 51,10 TO 12,47,Model A,2015,94 years,270000,COSTA RIS,40759.35155,39044.16265,1.369373299,103.9479702,433.9378839,14346.24746,1342.297057
2020-08,PASIR RIS,4 ROOM,614 ELIAS RD,10 TO 12,111,Model A,1996,74 years 11 months,425000,MULTI STOREY CAR PARK,40121.58516,39755.26976,1.375804555,103.9422398,842.0911994,14375.44645,2183.020081
2020-08,PASIR RIS,4 ROOM,738 PASIR RIS DR 10,04 TO 06,103,Model A,1996,74 years 11 months,415000,HDB-PASIR RIS,39488.78589,40128.56399,1.379180743,103.9365537,1572.908577,14216.06922,2790.274321
2020-08,PASIR RIS,4 ROOM,627 PASIR RIS DR 3,07 TO 09,104,Model A,1995,74 years,418000,HDB-PASIR RIS,39937.08182,40177.91358,1.379626863,103.940582,1214.520157,14554.85605,2615.904055
2020-08,PASIR RIS,4 ROOM,479 PASIR RIS DR 4,07 TO 09,105,Model A,1992,71 years 05 months,415000,HDB-PASIR RIS,42009.86298,39685.98689,1.375177147,103.9592072,1129.531339,15714.59317,522.1020779
2020-08,PASIR RIS,4 ROOM,231 PASIR RIS DR 4,04 TO 06,107,Model A,1993,72 years,410000,HDB-PASIR RIS,42254.10388,39487.26977,1.373379907,103.9614018,1349.024722,15774.69899,206.7047159
2020-08,PASIR RIS,4 ROOM,470 PASIR RIS DR 6,01 TO 03,105,Model A,1989,68 years 01 month,390000,HDB-PASIR RIS,41829.84445,39534.95595,1.373811366,103.9575896,928.2000546,15478.96179,616.2253217
2020-08,PASIR RIS,4 ROOM,470 PASIR RIS DR 6,07 TO 09,105,Model A,1989,68 years 01 month,425000,HDB-PASIR RIS,41829.84445,39534.95595,1.373811366,103.9575896,928.2000546,15478.96179,616.2253217
2020-08,PASIR RIS,4 ROOM,429 PASIR RIS DR 6,10 TO 12,113,Model A,1990,68 years 06 months,465000,HDB-PASIR RIS,41734.30362,39121.65632,1.370073685,103.9567309,892.1950792,15139.26987,732.2110696
2020-08,PASIR RIS,4 ROOM,472 PASIR RIS DR 6,04 TO 06,103,Model A,1989,67 years 11 months,430000,HDB-PASIR RIS,41794.26761,39574.14088,1.374165756,103.9572699,897.4162958,15477.40423,661.783196
2020-08,PASIR RIS,4 ROOM,125 PASIR RIS ST 11,01 TO 03,105,Model A,1989,67 years 08 months,365000,HDB-PASIR RIS,41466.54347,38691.57594,1.366184324,103.9543247,947.4254915,14658.7553,1155.684531
2020-08,PASIR RIS,4 ROOM,114 PASIR RIS ST 11,10 TO 12,94,New Generation,1989,67 years 10 months,380000,HDB-PASIR RIS,41537.39365,38942.17159,1.368450584,103.9549614,812.7233064,14872.44921,984.2180671
2020-08,PASIR RIS,4 ROOM,104 PASIR RIS ST 12,04 TO 06,104,Model A,1989,67 years 08 months,410000,HDB-PASIR RIS,41953.74998,38887.14891,1.367952786,103.9587026,1191.500112,15162.94556,674.7495095
2020-08,PASIR RIS,4 ROOM,525A PASIR RIS ST 51,10 TO 12,93,Model A,2015,94 years,555000,COSTA RIS,40684.57514,39024.9845,1.369199891,103.9472983,481.5728958,14277.51282,1330.809774
2020-08,PASIR RIS,4 ROOM,524B PASIR RIS ST 51,04 TO 06,93,Model A,2015,94 years,508000,COSTA RIS,40713.97585,39216.49021,1.370931785,103.9475626,303.267536,14428.19053,1519.035246
2020-08,PASIR RIS,4 ROOM,526A PASIR RIS ST 51,04 TO 06,93,Model A,2015,94 years,498000,COSTA RIS,40663.1194,38841.62029,1.367541624,103.9471054,658.710229,14139.29702,1151.544627
2020-08,PASIR RIS,4 ROOM,525A PASIR RIS ST 51,13 TO 15,93,Model A,2015,93 years 11 months,530000,COSTA RIS,40684.57514,39024.9845,1.369199891,103.9472983,481.5728958,14277.51282,1330.809774
2020-08,PASIR RIS,4 ROOM,551 PASIR RIS ST 51,01 TO 03,104,Model A,1992,71 years 05 months,407000,HDB-PASIR RIS,41332.2684,38822.65519,1.367369816,103.9531182,762.1724026,14637.52066,1211.481305
2020-08,PASIR RIS,4 ROOM,526C PASIR RIS ST 51,10 TO 12,93,Model A,2015,94 years,535000,COSTA RIS,40680.98557,38924.84905,1.368294306,103.947266,574.403254,14207.99712,1231.465161
2020-08,PASIR RIS,4 ROOM,524C PASIR RIS ST 51,04 TO 06,93,Model A,2015,93 years 11 months,525000,COSTA RIS,40717.53927,39173.75409,1.370545294,103.9475946,335.7023627,14401.99277,1475.868172
2020-08,PASIR RIS,4 ROOM,526A PASIR RIS ST 51,04 TO 06,93,Model A,2015,93 years 11 months,500888,COSTA RIS,40663.1194,38841.62029,1.367541624,103.9471054,658.710229,14139.29702,1151.544627
2020-08,PASIR RIS,4 ROOM,525A PASIR RIS ST 51,07 TO 09,93,Model A,2015,93 years 11 months,512000,COSTA RIS,40684.57514,39024.9845,1.369199891,103.9472983,481.5728958,14277.51282,1330.809774
2020-08,PASIR RIS,4 ROOM,528C PASIR RIS ST 51,04 TO 06,93,Model A,2015,93 years 11 months,515000,COSTA RIS,40786.7952,39222.41217,1.370985309,103.9482169,258.0718372,14486.23343,1519.73814
2020-08,PASIR RIS,4 ROOM,525B PASIR RIS ST 51,04 TO 06,93,Model A,2015,93 years 11 months,490888,COSTA RIS,40702.11713,39068.17503,1.369590483,103.947456,434.9096381,14319.54395,1371.797562
2020-08,PASIR RIS,4 ROOM,525B PASIR RIS ST 51,10 TO 12,93,Model A,2015,93 years 11 months,540000,COSTA RIS,40702.11713,39068.17503,1.369590483,103.947456,434.9096381,14319.54395,1371.797562
2020-08,PASIR RIS,4 ROOM,514 PASIR RIS ST 52,01 TO 03,106,Model A,1993,72 years 05 months,410000,ELIAS PARKS ESTATE,40221.6987,39622.22369,1.374601295,103.9431393,705.5326609,14351.45777,2023.708529
2020-08,PASIR RIS,4 ROOM,514 PASIR RIS ST 52,04 TO 06,104,Model A,1993,72 years 04 months,410000,ELIAS PARKS ESTATE,40221.6987,39622.22369,1.374601295,103.9431393,705.5326609,14351.45777,2023.708529
2020-08,PASIR RIS,4 ROOM,759 PASIR RIS ST 71,10 TO 12,104,Model A,1996,75 years 04 months,395000,HDB-PASIR RIS,39066.80286,39829.04973,1.37647221,103.9327618,1877.969343,13710.5617,2783.177574
2020-08,PASIR RIS,4 ROOM,763 PASIR RIS ST 71,07 TO 09,104,Model A,1996,75 years 02 months,4.00E+05,HDB-PASIR RIS,39237.87064,39771.77211,1.375954148,103.934299,1698.886212,13781.13196,2630.535888
2020-08,PASIR RIS,4 ROOM,766 PASIR RIS ST 71,04 TO 06,105,Model A,1996,75 years 02 months,385000,HDB-PASIR RIS,39427.2736,39771.05494,1.375947589,103.9360009,1513.23812,13908.00678,2517.584699
2020-08,PASIR RIS,5 ROOM,635 PASIR RIS DR 1,10 TO 12,123,Improved,1995,73 years 11 months,490000,HDB-PASIR RIS,39908.23205,39932.13455,1.377404141,103.9403227,1109.204709,14354.85943,2426.807289
2020-08,PASIR RIS,5 ROOM,627 PASIR RIS DR 3,04 TO 06,122,Improved,1995,74 years,495000,HDB-PASIR RIS,39937.08182,40177.91358,1.379626863,103.940582,1214.520157,14554.85605,2615.904055
2020-08,PASIR RIS,5 ROOM,630 PASIR RIS DR 3,13 TO 15,121,Improved,1995,73 years 09 months,559000,HDB-PASIR RIS,39994.37294,40040.28215,1.378382153,103.9410968,1087.87664,14493.12797,2496.169278
2020-08,PASIR RIS,5 ROOM,486 PASIR RIS DR 4,01 TO 03,124,Improved,1992,71 years 04 months,440000,HDB-PASIR RIS,42137.28798,39592.77936,1.374334152,103.9603522,1240.050374,15751.92306,363.9134216
2020-08,PASIR RIS,5 ROOM,486 PASIR RIS DR 4,04 TO 06,121,Improved,1992,71 years 05 months,477500,HDB-PASIR RIS,42137.28798,39592.77936,1.374334152,103.9603522,1240.050374,15751.92306,363.9134216
2020-08,PASIR RIS,5 ROOM,473 PASIR RIS DR 6,04 TO 06,122,Improved,1989,67 years 11 months,495000,MULTI STOREY CAR PARK,41719.21324,39585.19124,1.374265726,103.9565955,824.9239221,15427.63154,736.6683591
2020-08,PASIR RIS,5 ROOM,144 PASIR RIS ST 11,10 TO 12,126,Improved,1994,72 years 09 months,480000,HDB-PASIR RIS,42158.71,38274.02692,1.362407845,103.9605441,954.6701122,14956.05428,1133.393093
2020-08,PASIR RIS,5 ROOM,114 PASIR RIS ST 11,04 TO 06,123,Improved,1989,67 years 10 months,460000,HDB-PASIR RIS,41537.39365,38942.17159,1.368450584,103.9549614,812.7233064,14872.44921,984.2180671
2020-08,PASIR RIS,5 ROOM,199 PASIR RIS ST 12,07 TO 09,122,Improved,1993,72 years 01 month,483000,HDB-PASIR RIS,42062.07304,38819.69135,1.367342674,103.959676,1319.118811,15206.79411,660.1818353
2020-08,PASIR RIS,5 ROOM,225 PASIR RIS ST 21,04 TO 06,137,Model A,1993,72 years,485000,HDB-PASIR RIS,42222.57638,39241.54027,1.371157638,103.9611184,1333.590187,15595.03909,237.8358498
2020-08,PASIR RIS,5 ROOM,551 PASIR RIS ST 51,01 TO 03,123,Improved,1992,71 years 04 months,492000,HDB-PASIR RIS,41332.2684,38822.65519,1.367369816,103.9531182,762.1724026,14637.52066,1211.481305
2020-08,PASIR RIS,5 ROOM,524B PASIR RIS ST 51,04 TO 06,113,Improved,2015,93 years 11 months,620000,COSTA RIS,40713.97585,39216.49021,1.370931785,103.9475626,303.267536,14428.19053,1519.035246
2020-08,PASIR RIS,5 ROOM,528B PASIR RIS ST 51,10 TO 12,113,Improved,2015,93 years 11 months,670000,COSTA RIS,40780.88208,39182.3942,1.370623404,103.9481638,296.8543048,14454.91473,1479.801612
2020-08,PASIR RIS,5 ROOM,515 PASIR RIS ST 52,04 TO 06,129,Improved,1993,72 years 05 months,512000,ELIAS PARKS ESTATE,40201.43797,39571.67465,1.374144156,103.9429572,714.7332803,14301.27911,1982.117454
2020-08,PASIR RIS,5 ROOM,577 PASIR RIS ST 53,07 TO 09,128,Improved,1995,74 years 02 months,545000,HDB-PASIR RIS,40644.74413,39494.375,1.3734449,103.9469406,264.6498061,14566.86981,1782.678862
2020-08,PASIR RIS,5 ROOM,747 PASIR RIS ST 71,10 TO 12,126,Improved,1996,75 years 04 months,478000,HDB-PASIR RIS,39266.44237,40132.98654,1.379220826,103.9345558,1777.529032,14072.29973,2909.70371
2020-08,PASIR RIS,5 ROOM,777 PASIR RIS ST 71,13 TO 15,127,Improved,1996,75 years 03 months,522000,HDB-PASIR RIS,39573.2807,39670.27487,1.375036114,103.9373128,1350.642801,13933.15797,2351.903124
2020-08,PASIR RIS,5 ROOM,745 PASIR RIS ST 71,07 TO 09,123,Improved,1996,75 years 01 month,5.00E+05,HDB-PASIR RIS,39381.33667,40038.77438,1.378368761,103.9355882,1635.452951,14077.09319,2767.77785
2020-08,PASIR RIS,5 ROOM,749 PASIR RIS ST 71,10 TO 12,121,Improved,1996,75 years 03 months,498000,HDB-PASIR RIS,39235.36018,40035.58099,1.378339938,103.9342765,1771.220238,13978.02,2845.785502
2020-08,PASIR RIS,5 ROOM,719 PASIR RIS ST 72,04 TO 06,127,Improved,1996,74 years 11 months,450000,HDB-PASIR RIS,39499.1245,40467.1383,1.382242679,103.9366468,1739.747443,14478.84994,3087.112095
2020-08,PASIR RIS,EXECUTIVE,603 ELIAS RD,01 TO 03,149,Maisonette,1995,73 years 07 months,645000,ELIAS VIEW,40286.19814,39871.07486,1.376851785,103.943719,750.5723764,14574.11148,2195.745235
2020-08,PASIR RIS,EXECUTIVE,609 ELIAS RD,10 TO 12,155,Apartment,1995,73 years 11 months,630000,HDB-PASIR RIS,40175.85859,39720.19662,1.375487344,103.9427274,778.7918464,14388.60014,2131.800473
2020-08,PASIR RIS,EXECUTIVE,650 PASIR RIS DR 10,07 TO 09,146,Apartment,1995,74 years 01 month,555000,HDB-PASIR RIS,39658.12064,40078.46905,1.378727637,103.9380753,1398.755996,14292.14498,2665.972861
2020-08,PASIR RIS,EXECUTIVE,648 PASIR RIS DR 10,04 TO 06,148,Apartment,1995,74 years,622000,HDB-PASIR RIS,39725.62781,40087.29084,1.378807391,103.9386819,1343.118768,14344.29647,2644.254387
2020-08,PASIR RIS,EXECUTIVE,646 PASIR RIS DR 10,07 TO 09,146,Apartment,1995,74 years 01 month,590000,HDB-PASIR RIS,39668.99514,40007.21053,1.378083197,103.938173,1357.89102,14246.623,2597.131476
2020-08,PASIR RIS,EXECUTIVE,460 PASIR RIS DR 4,01 TO 03,144,Apartment,1992,71 years 04 months,605000,HDB-PASIR RIS,41992.54867,39219.57467,1.3709591,103.9590514,1111.421309,15401.78511,455.8691117
2020-08,PASIR RIS,EXECUTIVE,457 PASIR RIS DR 4,04 TO 06,142,Apartment,1992,71 years 04 months,6.00E+05,HDB-PASIR RIS,42039.07234,39316.60792,1.37183661,103.9594695,1141.395907,15499.46954,387.4546933
2020-08,PASIR RIS,EXECUTIVE,418 PASIR RIS DR 6,04 TO 06,149,Maisonette,1989,67 years 09 months,721800,HDB-PASIR RIS,41472.8097,39313.7565,1.371811087,103.9543813,583.5611122,15062.72348,951.7416759
2020-08,PASIR RIS,EXECUTIVE,136 PASIR RIS ST 11,07 TO 09,149,Apartment,1994,73 years 02 months,565000,HDB-PASIR RIS,41870.07444,38526.26547,1.364689132,103.9579506,1015.392174,14874.82537,1012.496561
2020-08,PASIR RIS,EXECUTIVE,120 PASIR RIS ST 11,01 TO 03,147,Maisonette,1988,66 years 11 months,580000,HDB-PASIR RIS,41470.78538,38816.46902,1.367313808,103.9543628,852.1697677,14740.90978,1102.642728
2020-08,PASIR RIS,EXECUTIVE,101 PASIR RIS ST 12,07 TO 09,146,Maisonette,1988,67 years 04 months,625000,HDB-PASIR RIS,41895.79787,38787.34399,1.367050215,103.9581819,1193.953985,15055.42318,787.7548032
2020-08,PASIR RIS,EXECUTIVE,160 PASIR RIS ST 13,01 TO 03,148,Apartment,1995,73 years 06 months,520000,HDB-PASIR RIS,42354.88104,38482.77543,1.364295593,103.9623069,1242.143706,15238.13457,894.6023537
2020-08,PASIR RIS,EXECUTIVE,240 PASIR RIS ST 21,07 TO 09,147,Apartment,1993,72 years,573000,HDB-PASIR RIS,42409.36871,39486.04147,1.373368723,103.962797,1504.208856,15894.65144,118.7874201
2020-08,PASIR RIS,EXECUTIVE,220 PASIR RIS ST 21,07 TO 09,152,Apartment,1993,71 years 11 months,550000,220A PASIR RIS STREET 21 SINGAPORE 511220,42209.61288,39121.74434,1.370074256,103.9610019,1345.23568,15510.04684,327.6872711
2020-08,PASIR RIS,EXECUTIVE,248 PASIR RIS ST 21,07 TO 09,146,Apartment,1993,72 years,518000,HDB-PASIR RIS,42434.16027,39180.30614,1.370603757,103.9630196,1552.483081,15723.25064,190.1149554
2020-08,PASIR RIS,EXECUTIVE,247 PASIR RIS ST 21,01 TO 03,148,Apartment,1993,71 years 11 months,575000,HDB-PASIR RIS,42371.66224,39194.68122,1.370733791,103.962458,1488.419162,15682.86151,182.6586413
2020-08,PASIR RIS,EXECUTIVE,248 PASIR RIS ST 21,04 TO 06,146,Apartment,1993,72 years,565000,HDB-PASIR RIS,42434.16027,39180.30614,1.370603757,103.9630196,1552.483081,15723.25064,190.1149554
2020-08,PASIR RIS,EXECUTIVE,205 PASIR RIS ST 21,07 TO 09,148,Apartment,1993,72 years 02 months,588000,HDB-PASIR RIS,42425.25271,38774.86359,1.366937094,103.9629394,1511.653833,15468.99291,597.9597799
2020-08,PASIR RIS,EXECUTIVE,244 PASIR RIS ST 21,10 TO 12,145,Apartment,1993,71 years 11 months,585000,HDB-PASIR RIS,42474.58622,39274.41747,1.371454845,103.9633829,1578.909642,15813.38883,108.163521
2020-08,PASIR RIS,EXECUTIVE,236 PASIR RIS ST 21,01 TO 03,146,Apartment,1993,71 years 11 months,570000,HDB-PASIR RIS,42385.24104,39607.8513,1.374470337,103.9625802,1488.148093,15953.03758,243.5755041
2020-08,PASIR RIS,EXECUTIVE,236 PASIR RIS ST 21,01 TO 03,150,Apartment,1993,71 years 11 months,548000,HDB-PASIR RIS,42385.24104,39607.8513,1.374470337,103.9625802,1488.148093,15953.03758,243.5755041
2020-08,PASIR RIS,EXECUTIVE,251 PASIR RIS ST 21,01 TO 03,149,Apartment,1993,71 years 11 months,580000,HDB-PASIR RIS,42366.2868,39142.7541,1.370264184,103.9624097,1493.075081,15646.46565,234.5343593
2020-08,PASIR RIS,EXECUTIVE,550 PASIR RIS ST 51,13 TO 15,144,Apartment,1992,71 years 04 months,705000,HDB-PASIR RIS,41372.68954,38814.92051,1.367299848,103.9534814,791.7885732,14663.85314,1189.10527
2020-08,PASIR RIS,EXECUTIVE,543 PASIR RIS ST 51,10 TO 12,144,Apartment,1992,71 years 04 months,680000,HDB-PASIR RIS,41151.7884,39008.87839,1.369054029,103.9514965,507.7505603,14619.29744,1321.79379
2020-08,PASIR RIS,EXECUTIVE,538 PASIR RIS ST 51,01 TO 03,144,Apartment,1992,71 years 04 months,640000,HDB-PASIR RIS,41017.44505,39068.08801,1.369589558,103.9502894,400.4050822,14556.23999,1371.715739
2020-08,PASIR RIS,EXECUTIVE,585 PASIR RIS ST 53,10 TO 12,152,Maisonette,1995,74 years 02 months,730000,HDB-PASIR RIS,40693.25182,39705.12764,1.375350847,103.9473766,333.2654981,14747.89507,1762.505659
2020-08,PASIR RIS,EXECUTIVE,782 PASIR RIS ST 71,07 TO 09,143,Apartment,1996,75 years,633000,HDB-PASIR RIS,39749.6299,39488.12172,1.373388719,103.9388974,1156.593898,13922.92291,2102.457496
2020-08,PUNGGOL,2 ROOM,209C PUNGGOL PL,10 TO 12,46,Model A,2014,93 years 05 months,255000,PUNGGOL CREST,35508.92206,42354.1576,1.39930949,103.9007923,600.143685,13967.69929,357.3074131
2020-08,PUNGGOL,2 ROOM,210C PUNGGOL PL,10 TO 12,46,Model A,2014,93 years 05 months,242000,PUNGGOL CREST,35411.35563,42392.29369,1.399654404,103.8999156,595.146404,13965.05077,271.0692448
2020-08,PUNGGOL,2 ROOM,209C PUNGGOL PL,07 TO 09,46,Model A,2014,93 years 04 months,255000,PUNGGOL CREST,35508.92206,42354.1576,1.39930949,103.9007923,600.143685,13967.69929,357.3074131
2020-08,PUNGGOL,2 ROOM,209C PUNGGOL PL,10 TO 12,46,Model A,2014,93 years 04 months,253000,PUNGGOL CREST,35508.92206,42354.1576,1.39930949,103.9007923,600.143685,13967.69929,357.3074131
2020-08,PUNGGOL,3 ROOM,672A EDGEFIELD PLAINS,07 TO 09,65,Model A,2015,94 years 05 months,365000,WATERWAY BANKS,36825.19824,43139.79702,1.406414151,103.9126204,1192.091595,15238.87516,813.9732489
2020-08,PUNGGOL,3 ROOM,672B EDGEFIELD PLAINS,16 TO 18,65,Model A,2015,94 years 05 months,366000,WATERWAY BANKS,36790.93449,43166.17893,1.40665275,103.9123125,1163.427644,15247.39455,784.6366548
2020-08,PUNGGOL,3 ROOM,672B EDGEFIELD PLAINS,13 TO 15,65,Model A,2015,94 years 05 months,363000,WATERWAY BANKS,36790.93449,43166.17893,1.40665275,103.9123125,1163.427644,15247.39455,784.6366548
